text,labels
تو ای بافرین شاه فرزند من / نگر تا نیوشی,داستان سیاوش
که گر آگهی یابد آن مرد شوم / برانگیزد آتش ز آباد بوم,داستان سیاوش
یکی مرغزارست ز ایدر نه دور / به یکسو ز راه سواران تور,داستان سیاوش
همان جویبارست و آب روان / که از دیدنش تازه گردد روان,داستان سیاوش
تو بر گیر زین و لگام سیاه / برو سوی آن مرغزاران پگاه,داستان سیاوش
چو خورشید بر تیغ گنبد شود / گه خواب و خورد سپهبد شود,داستان سیاوش
گله هرچ هست اندر آن مرغزار / به آبشخور آید سوی جویبار,داستان سیاوش
به بهزاد بنمای زین و لگام / چو او رام گردد تو بگذار گام,داستان سیاوش
چو آیی برش نیک بنمای چهر / بیارای و ببسای رویش به مهر,داستان سیاوش
سیاوش چو گشت از جهان ناامید / برو تیره شد روی روز سپید,داستان سیاوش
چنین گفت شبرنگ بهزاد را / که فرمان مبر زین سپس باد را,داستان سیاوش
همی باش بر کوه و در مرغزار / چو کیخسرو آید ترا خواستار,داستان سیاوش
ورا بارگی باش و گیتی بکوب / ز دشمن زمین را به نعلت بروب,داستان سیاوش
نشست از بر اسپ سالار نیو / پیاده همی رفت بر پیش گیو,داستان سیاوش
بدان تند بالا نهادند روی / چنان چون بود مردم چاره جوی,داستان سیاوش
فسیله چو آمد به تنگی فراز / بخوردند سیراب و گشتند باز,داستان سیاوش
نگه کرد بهزاد و کی را بدید / یکی باد سرد از جگر برکشید,داستان سیاوش
بدید آن نشست سیاوش پلنگ / رکیب دراز و جناغ خدنگ,داستان سیاوش
همی داشت در آبخور پای خویش / از آنجا که بد دست ننهاد پیش,داستان سیاوش
چو کیخسرو او را به آرام یافت / بپویید و با زین سوی او شتافت,داستان سیاوش
بمالید بر چشم او دست و روی / بر و یال ببسود و بشخود موی,داستان سیاوش
لگامش بدو داد و زین بر نهاد / بسی از پدر کرد با درد یاد,داستان سیاوش
چو بنشست بر باره بفشارد ران / برآمد ز جا آن هیون گران,داستان سیاوش
به کردار باد هوا بردمید / بپرید وز گیو شد ناپدید,داستان سیاوش
غمی شد دل گیو و خیره بماند / بدان خیرگی نام یزدان بخواند,داستان سیاوش
همی گفت کاهرمن چاره جوی / یکی بارگی گشت و بنمود روی,داستان سیاوش
و رنج من / همین رنج بد در جهان گنج من,داستان سیاوش
چو یک نیمه ببرید زان کوه شاه / گران کرد باز آن عنان سیاه,داستان سیاوش
همی بود تاپیش او رفت گیو / چنین گفت بیدار دل شاه نیو,داستان سیاوش
که شاید که اندیشهٔ پهلوان / کنم آشکارا به روشن روان,داستان سیاوش
بدو گفت گیو ای شه سرفراز / سزد کاشکارا بود بر تو راز,داستان سیاوش
تو از ایزدی فر و برز کیان / به موی اندر آیی ببینی میان,داستان سیاوش
بدو گفت زین اسپ فرخ نژاد / یکی بر دل اندیشه آمدت یاد,داستان سیاوش
چنین بود اندیشهٔ پهلوان / که اهریمن آمد بر این جوان,داستان سیاوش
کنون رفت و رنج مرا باد کرد / دل شاد من سخت ناشاد کرد,داستان سیاوش
ز اسپ اندر آمد جهاندیده گیو / همی آفرین خواند بر شاه نیو,داستان سیاوش
که روز و شبان بر تو فرخنده باد / سر بدسگالان تو کنده باد,داستان سیاوش
که با برز و اورندی و رای و فر / ترا داد داور هنر با گهر,داستان سیاوش
ز بالا به ایوان نهادند روی / پراندیشه مغز و روان راه جوی,داستان سیاوش
چو نزد فرنگیس رفتند باز / سخن رفت چندی ز راه دارز,داستان سیاوش
بدان تا نهانی بود کارشان / نباشد کسی آگه از رازشان,داستان سیاوش
فرنگیس چون روی بهزاد دید / شد از آب دیده رخش ناپدید,داستان سیاوش
دو رخ را به یال و برش بر نهاد / ز درد سیاوش بسی کرد یاد,داستان سیاوش
چو آب دو دیده پراگنده کرد / سبک سر سوی گنج آگنده کرد,داستان سیاوش
به ایوان یکی گنج بودش نهان / نبد زان کسی آگه اندر جهان,داستان سیاوش
یکی گنج آگنده دینار بود / زره بود و یاقوت بسیار بود,داستان سیاوش
همان گنج گوپال و برگستوان / همان خنجر و تیغ و گرز گران,داستان سیاوش
در گنج بگشاد پیش پسر / پر از خون رخ از درد خسته جگر,داستان سیاوش
چنین گفت با گیو کای برده رنج / ببین تا ز گوهر چه خواهی ز گنج,داستان سیاوش
ز دینار وز گوهر شاهوار / ز یاقوت وز تاج گوهرنگار,داستان سیاوش
ببوسید پیشش زمین پهلوان / بدو گفت کای مهتر بانوان,داستان سیاوش
همه پاسبانیم و گنج آن تست / فدی کردن جان,داستان سیاوش
زمین از تو گردد بهار بهشت / سپهر از تو زاید همی خوب و زشت,داستان سیاوش
جهان پیش فرزند تو بنده باد / سر بدسگالانش افگنده باد,داستان سیاوش
چو افتاد بر خواسته چشم گیو / گزین کرد درع سیاووش نیو,داستان سیاوش
ز گوهر که پرمایه تر یافتند / ببردند چندانک برتافتند,داستان سیاوش
همان ترگ و پرمایه برگستوان / سلیحی که بود از در پهلوان,داستان سیاوش
سر گنج را شاه کرد استوار / به راه بیابان برآراست کار,داستان سیاوش
چو این کرده شد برنهادند زین / بران باد پایان باآفرین,داستان سیاوش
فرنگیس ترگی به سر بر نهاد / برفتند هر سه به کردار باد,داستان سیاوش
سران سوی ایران نهادند گرم / نهانی چنان چون بود نرم نرم,داستان سیاوش
بشد شهر یکسر پر از گفت و گوی / که خسرو به ایران نهادست روی,داستان سیاوش
نماند این سخن یک زمان در نهفت / کس آمد به نزدیک پیران بگفت,داستان سیاوش
که آمد ز ایران سرافراز گیو / به نزدیک بیدار دل شاه نیو,داستان سیاوش
سوی شهر ایران نهادند روی / فرنگیس و شاه و گو جنگ جوی,داستان سیاوش
چو بشنید پیران غمی گشت سخت / بلرزید برسان برگ درخت,داستان سیاوش
ز گردان گزین کرد کلباد را / چو نستیهن و گرد پولاد را,داستان سیاوش
بفرمود تا ترک سیصد سوار / برفتند تازان بران کارزار,داستان سیاوش
سر گیو بر نیزه سازید گفت / فرنگیس را خاک باید نهفت,داستان سیاوش
ببندید کیخسرو شوم را / بداختر پی او بر و بوم را,داستان سیاوش
سپاهی برین گونه گرد و جوان / برفتند بیدار دو پهلوان,داستان سیاوش
فرنگیس با رنج دیده پسر / به خواب اندر آورده بودند سر,داستان سیاوش
ز پیمودن راه و رنج شبان / جهانجوی را گیو بد پاسبان,داستان سیاوش
دو تن خفته و گیو با رنج و خشم / به راه سواران نهاده دو چشم,داستان سیاوش
به برگستوان اندرون اسپ گیو / چنان چون بود ساز مردان نیو,داستان سیاوش
زره در بر و بر سرش بود ترگ / دل ارغنده و تن نهاده به مرگ,داستان سیاوش
چو از دور گرد سپه را بدید / بزد دست و تیغ از میان برکشید,داستان سیاوش
خروشی برآورد برسان ابر / که تاریک شد مغز و چشم هژبر,داستان سیاوش
میان سواران بیامد چو گرد / ز,داستان سیاوش
زمانی به خنجر زمانی به گرز / همی ریخت آهن ز بالای برز,داستان سیاوش
ازان زخم گوپال گیو دلیر / سران را همی شد سر از جنگ سیر,داستان سیاوش
دل گیو خندان شد از زور خشم / که چون چشمه بودیش دریا به چشم,داستان سیاوش
ازان پس گرفتندش اندر میان / چنان لشکری همچو شیر ژیان,داستان سیاوش
ز نیزه نیستان شد آوردگاه / بپوشید دیدار خورشید و ماه,داستان سیاوش
غمی شد دل شیر در نیستان / ز خون نیستان کرد چون میستان,داستان سیاوش
ازیشان بیفگند بسیار گیو / ستوه آمدند آن سواران ز نیو,داستان سیاوش
به نستیهن گرد کلباد گفت / که این کوه خاراست نه یال و سفت,داستان سیاوش
همه خسته و بسته گشتند باز / به نزدیک پیران گردن فراز,داستان سیاوش
همه غار و هامون پر از کشته بود / ز خون خاک چون ارغوان گشته بود,داستان سیاوش
چو نزدیک کیخسرو آمد دلیر / پر از خون بر و چنگ برسان شیر,داستان سیاوش
بدو گفت کای شاه دل شاد دار / خرد را ز اندیشه آزاد دار,داستان سیاوش
یکی لشکر آمد بر ما به جنگ / چو کلباد و نستیهن تیز چنگ,داستان سیاوش
چنان بازگشتند آن کس که زیست / که بر یال و برشان بباید گریست,داستان سیاوش
گذشته ز رستم به ایران سوار / ندانم که با من کند کارزار,داستان سیاوش
ازو شاد شد خسرو پاک دین / ستودش فراوان و کرد آفرین,داستان سیاوش
بخوردند چیزی کجا یافتند / سوی راه بی راه بشتافتند,داستان سیاوش
چو ترکان به نزدیک پیران شدند / چنان خسته و زار و گریان شدند,داستان سیاوش
برآشفت پیران به کلباد گفت / که چونین شگفتی نشاید نهفت,داستان سیاوش
چه کردید با گیو و خسرو کجاست / سخن بر چه سانست برگوی راست,داستان سیاوش
بدو گفت کلباد کای پهلوان / به پیش تو گر برگشایم زبان,داستان سیاوش
که گیو دلاور به گردان چه کرد / دلت سیر گردد به دشت نبرد,داستان سیاوش
فراوان به لشکر مرا دیده ای / نبرد مرا هم پسندیده ای,داستان سیاوش
همانا که گوپال بیش از هزار / گرفتی ز دست من آن نامدار,داستان سیاوش
سرش ویژه گفتی که سندان شدست / بر و ساعدش پیل دندان شدست,داستان سیاوش
من آورد رستم بسی دیده ام / ز,داستان سیاوش
به زخمش ندیدم چنین پایدار / نه در کوشش و پیچش کارزار,داستان سیاوش
همی هر زمان تیز و جوشان بدی / به نوی چو پیلی خروشان بدی,داستان سیاوش
برآشفت پیران بدو گفت بس / که ننگست ازین یاد کردن به کس,داستان سیاوش
نه از یک سوارست چندین سخن / تو آهنگ آورد مردان مکن,داستان سیاوش
تو رفتی و نستیهن نامور / سپاهی به کردار شیران نر,داستان سیاوش
کنون گیو را ساختی پیل مست / میان یلان گشت نام تو پست,داستان سیاوش
چو زین یابد افراسیاب آگهی / بیندازد آن تاج شاهنشهی,داستان سیاوش
که دو پهلوان دلیر و سوار / چنین لشکری از در کارزار,داستان سیاوش
ز پیش سواری نمودید پشت / بسی از دلیران ترکان بکشت,داستان سیاوش
گواژه بسی باشدت بافسوس / نه مرد نبردی و گوپال و کوس,داستان سیاوش
سواران گزین کرد پیران هزار / همه جنگجوی و همه نامدار,داستان سیاوش
بدیشان چنین گفت پیران که زود / عنان تگاور بباید بسود,داستان سیاوش
شب و روز رفتن چو شیر ژیان / نباید گشادن به ره بر میان,داستان سیاوش
که گر گیو و خسرو به ایران شوند / زنان اندر ایران چه شیران شوند,داستان سیاوش
نماند برین بوم و بر خاک و آب / وزین داغ دل گردد افراسیاب,داستان سیاوش
به گفتار او سر برافراختند / شب و روز یکسر همی تاختند,داستان سیاوش
نجستند روز و شب آرام و خواب / وزین آگهی شد به افراسیاب,داستان سیاوش
چنین تا بیامد یکی ژرف رود / سپه شد پراگنده چون تار و پود,داستان سیاوش
بنش ژرف و پهناش کوتاه بود / بدو بر به رفتن دژآگاه بود,داستان سیاوش
نشسته فرنگیس بر پاس گاه / به دیگر کران خفته بد گیو و شاه,داستان سیاوش
فرنگیس زان جایگه بنگرید / درفش سپهدار توران بدید,داستان سیاوش
دوان شد بر گیو و آگاه کرد / بران خفتگان خواب کوتاه کرد,داستان سیاوش
بدو گفت کای مرد با رنج خیز / که آمد ترا روزگار گریز,داستان سیاوش
ترا گر بیابند بیجان کنند / دل ما ز درد تو پیچان کنند,داستان سیاوش
مرا با پسر دیده گردد پرآب / برد بسته تا پیش افراسیاب,داستان سیاوش
وزان پس ندانم چه آید گزند / نداند کسی راز چرخ بلند,داستان سیاوش
بدو گفت گیو ای مه بانوان / چرا,داستان سیاوش
تو با شاه برشو به بالای تند / ز پیران و لشکر مشو هیچ کند,داستان سیاوش
جهاندار پیروز یار منست / سر اختر اندر کنار منست,داستان سیاوش
بدوگفت کیخسرو ای رزمساز / کنون بر تو بر کار من شد دراز,داستان سیاوش
ز دام بلا یافتم من رها / تو چندین مشو در دم اژدها,داستان سیاوش
به هامون مرارفت باید کنون / فشاندن به شمشیر بر شید خون,داستان سیاوش
بدو گفت گیو ای شه سرفراز / جهان را به نام تو آمد نیاز,داستان سیاوش
پدر پهلوانست و من پهلوان / به شاهی نپیچیم جان و روان,داستان سیاوش
برادر مرا هست هفتاد و هشت / جهان شد چو نام تو اندر گذشت,داستان سیاوش
بسی پهلوانست شاه اندکی / چه باشد چو پیدا نباشد یکی,داستان سیاوش
اگر من شوم کشته دیگر بود / سر تاجور باشد افسر بود,داستان سیاوش
اگر تو شوی دور از ایدر تباه / نبینم کسی از در تاج و گاه,داستان سیاوش
شود رنج من هفت ساله به باد / دگر آنک ننگ آورم بر نژاد,داستان سیاوش
تو بالا گزین و سپه را ببین / مرا یاد باشد جهان آفرین,داستان سیاوش
بپوشید درع و بیامد چو شیر / همان باره دستکش را به زیر,داستان سیاوش
ازین سوی شه بود ز آنسو سپاه / میانچی شده رود و بر بسته راه,داستان سیاوش
چو رعد بهاران بغرید گیو / ز سالار لشکر همی جست نیو,داستان سیاوش
چو بشنید پیرانش دشنام داد / بدو گفت کای بد رگ دیوزاد,داستان سیاوش
چو تنها بدین رزمگاه آمدی / دلاور به پیش سپاه آمدی,داستان سیاوش
کنون خوردنت نوک ژوپین بود / برت را کفن چنگ شاهین بود,داستان سیاوش
اگر کوه آهن بود یک سوار / چو مور اندر آید به گردش هزار,داستان سیاوش
شود خیره سر گرچه خردست مور / نه مورست پوشیده مرد و ستور,داستان سیاوش
کنند این زره بر تنش چاک چاک / چو مردار گردد کشندش به خاک,داستان سیاوش
یکی داستان زد هژبر دمان / که چون بر گوزنی سرآید زمان,داستان سیاوش
زمانه برو دم همی بشمرد / بیاید دمان پیش من بگذرد,داستان سیاوش
زمان آوریدت کنون پیش من / همان پیش این نامدار انجمن,داستان سیاوش
بدو گفت گیو ای سپهدار شیر / سزد گر به آب,داستان سیاوش
ببینی کزین پرهنر یک سوار / چه آید ترا بر سر ای نامدار,داستان سیاوش
هزارید و من نامور یک دلیر / سر سرکشان اندر آرم به زیر,داستان سیاوش
چو من گرزهٔ سرگرای آورم / سران را همه زیر پای آورم,داستان سیاوش
چو بشنید پیران برآورد خشم / دلش گشت پرخون و پرآب چشم,داستان سیاوش
برانگیخت اسپ و بیفشارد ران / به گردن برآورد گرز گران,داستان سیاوش
چو کشتی ز دشت اندر آمد به رود / همی داد نیکی دهش را درود,داستان سیاوش
نکرد ایچ گیو آزمون را شتاب / بدان تا برآمد سپهبد ز آب,داستان سیاوش
ز بالا به پستی بپیچید گیو / گریزان همی شد ز سالار نیو,داستان سیاوش
چو از آب وز لشکرش دور کرد / به زین اندر افگند گرز نبرد,داستان سیاوش
گریزان ازو پهلوان بلند / ز فتراک بگشاد پیچان کمند,داستان سیاوش
هم آورد با گیو نزدیک شد / جهان چون شب تیره تاریک شد,داستان سیاوش
بپیچید گیو سرافراز یال / کمند اندرافگند و کردش دوال,داستان سیاوش
سر پهلوان اندر آمد به بند / ز زین برگرفتش به خم کمند,داستان سیاوش
پیاده به پیش اندر افگند خوار / ببردش دمان تا لب رودبار,داستان سیاوش
بیفگند بر خاک و دستش ببست / سلیحش بپوشید و خود بر نشست,داستان سیاوش
درفشش گرفته به چنگ اندرون / بشد تا لب آب گلزریون,داستان سیاوش
چو ترکان درفش سپهدار خویش / بدیدند رفتند ناچار پیش,داستان سیاوش
خروش آمد و نالهٔ کرنای / دم نای رویین و هندی درای,داستان سیاوش
جهاندیده گیو اندر آمد به آب / چو کشتی که از باد گیرد شتاب,داستان سیاوش
برآورد گرز گران را به کفت / سپه ماند از کار او در شگفت,داستان سیاوش
سبک شد عنان وگران شد رکیب / سر سرکشان خیره گشت از نهیب,داستان سیاوش
به شمشیر و با نیزهٔ سرگرای / همی کشت ازیشان یل رهنمای,داستان سیاوش
از افگنده شد روی هامون چون کوه / ز یک تن شدند آن دلیران ستوه,داستان سیاوش
قفای یلان سوی او شد همه / چو شیر اندر آمد به پیش رمه,داستان سیاوش
چو لشکر هزیمت شد از پیش گیو / چنان لشکری گشن و مردان نیو,داستان سیاوش
چنان خیره برگشت و بگذاشت آب / که گفتی ندیدست لشکر به خواب,داستان سیاوش
نزدیک پیران رسید / همی خواست از تن سرش را برید,داستان سیاوش
به خواری پیاده ببردش کشان / دمان و پر از درد چون بیهشان,داستان سیاوش
چنین گفت کاین بددل و بی وفا / گرفتار شد در دم اژدها,داستان سیاوش
سیاوش به گفتار او سر بداد / گر او باد شد این شود نیز باد,داستان سیاوش
ابر شاه پیران گرفت آفرین / خروشان ببوسید روی زمین,داستان سیاوش
همی گفت کای شاه دانش پژوه / چو خورشید تابان میان گروه,داستان سیاوش
تو دانسته ای درد و تیمار من / ز بهر تو با شاه پیگار من,داستان سیاوش
سزد گر من از چنگ این اژدها / به بخت و به فر تو یابم رها,داستان سیاوش
به کیخسرو اندر نگه کرد گیو / بدان تا چه فرمان دهد شاه نیو,داستان سیاوش
فرنگیس را دید دیده پرآب / زبان پر ز نفرین افراسیاب,داستان سیاوش
به گیو آن زمان گفت کای سرافراز / کشیدی بسی رنج راه دراز,داستان سیاوش
چنان دان که این پیرسر پهلوان / خردمند و رادست و روشن روان,داستان سیاوش
پس از داور دادگر رهنمون / بدان کاو رهانید ما را ز خون,داستان سیاوش
ز بد مهر او پردهٔ جان ماست / وزین کردهٔ خویش زنهار خواست,داستان سیاوش
بدو گفت گیو ای سر بانوان / انوشه روان باش تا جاودان,داستان سیاوش
یکی سخت سوگند خوردم به ماه / به تاج و به تخت شه نیک خواه,داستان سیاوش
که گر دست یابم برو روز کین / کنم ارغوانی ز خونش زمین,داستان سیاوش
بدو گفت کیخسرو ای شیرفش / زبان را ز سوگند یزدان مکش,داستان سیاوش
کنونش به سوگند گستاخ کن / به خنجر وراگوش سوراخ کن,داستان سیاوش
چو از خنجرت خون چکد بر زمین / هم از مهر یاد آیدت هم ز کین,داستان سیاوش
بشد گیو و گوشش به خنجر بسفت / ز سوگند برتر درشتی نگفت,داستان سیاوش
چنین گفت پیران ازان پس به شاه / که کلباد شد بی گمان با سپاه,داستان سیاوش
بفرمای کاسپم دهد باز نیز / چنان دان که بخشیده ای جان و چیز,داستان سیاوش
بدو گفت گیو ای دلیر سپاه / چرا سست گشتی به آوردگاه,داستان سیاوش
به سوگند یابی مگر باره باز / دو دستت ببندم به بند دراز,داستان سیاوش
که نگشاید این بند تو هیچکس / گشاینده گلشهر,داستان سیاوش
کجا مهتر بانوان تو اوست / وزو نیست پیدا ترا مغز و پوست,داستان سیاوش
بدان گشت همداستان پهلوان / به سوگند بخرید اسپ و روان,داستان سیاوش
که نگشاید آن بند را کس به راه / ز گلشهر سازد وی آن دستگاه,داستان سیاوش
بدو داد اسپ و دو دستش ببست / ازان پس بفرمود تا برنشست,داستان سیاوش
چنین گفت موبد که یک روز طوس / بدانگه که برخاست بانگ خروس,داستان سیاوش
خود و گیو گودرز و چندی سوار / برفتند شاد از در شهریار,داستان سیاوش
به نخچیر گوران به دشت دغوی / ابا باز و یوزان نخچیر جوی,داستان سیاوش
فراوان گرفتند و انداختند / علوفه چهل روزه را ساختند,داستان سیاوش
بدان جایگه ترک نزدیک بود / زمینش ز خرگاه تاریک بود,داستان سیاوش
یکی بیشه پیش اندر آمد ز دور / به نزدیک مرز سواران تور,داستان سیاوش
همی راند در پیش با طوس گیو / پس اندر پرستنده ای چند نیو,داستان سیاوش
بران بیشه رفتند هر دو سوار / بگشتند بر گرد آن مرغزار,داستان سیاوش
به بیشه یکی خوب رخ یافتند / پر از خنده لب هر دو بشتافتند,داستان سیاوش
به دیدار او در زمانه نبود / برو بر ز خوبی بهانه نبود,داستان سیاوش
بدو گفت گیوای فریبنده ماه / ترا سوی این بیشه چون بود راه,داستان سیاوش
چنین داد پاسخ که ما را پدر / بزد دوش بگذاشتم بوم و بر,داستان سیاوش
شب تیره مست آمد از دشت سور / همان چون مرا دید جوشان ز دور,داستان سیاوش
یکی خنجری آبگون برکشید / همان خواست از تن سرم را برید,داستان سیاوش
بپرسید زو پهلوان از نژاد / برو سروبن یک به یک کرد یاد,داستان سیاوش
بدو گفت من خویش گرسیوزم / به شاه آفریدون کشد پروزم,داستان سیاوش
پیاده بدو گفت چون آمدی / که بی باره و رهنمون آمدی,داستان سیاوش
چنین داد پاسخ که اسپم بماند / ز سستی مرا بر زمین برنشاند,داستان سیاوش
بی اندازه زر و گهر داشتم / به سر بر یکی تاج زر داشتم,داستان سیاوش
بران روی بالا ز من بستدند / نیام یکی تیغ بر من زدند,داستان سیاوش
چو هشیار گردد پدر بی گمان / سواری فرستد پس من دمان,داستان سیاوش
بیید همی تازیان مادرم / نخواهد کزین بوم و بر بگذرم,داستان سیاوش
نرم گشت / سر طوس نوذر بی آزرم گشت,داستان سیاوش
شه نوذری گفت من یافتم / از ایرا چنین تیز بشتافتم,داستان سیاوش
بدو گفت گیو ای سپهدار شاه / نه با من برابر بدی بی سپاه,داستان سیاوش
همان طوس نوذر بدان بستهید / کجا پیش اسپ من اینجا رسید,داستان سیاوش
بدو گیو گفت این سخن خودمگوی / که من تاختم پیش نخچیرجوی,داستان سیاوش
ز بهر پرستنده ای گرمگوی / نگردد جوانمرد پرخاشجوی,داستان سیاوش
سخن شان به تندی بجایی رسید / که این ماه را سر بباید برید,داستان سیاوش
میانشان چو آن داوری شد دراز / میانجی برآمد یکی سرفراز,داستان سیاوش
که این را بر شاه ایران برید / بدان کاو دهد هر دو فرمان برید,داستان سیاوش
نگشتند هر دو ز گفتار اوی / بر شاه ایران نهادند روی,داستان سیاوش
چو کاووس روی کنیزک بدید / بخندید و لب را به دندان گزید,داستان سیاوش
بهر دو سپهبد چنین گفت شاه / که کوتاه شد بر شما رنج راه,داستان سیاوش
برین داستان بگذارنیم روز / که خورشید گیرند گردان بیوز,داستان سیاوش
گوزنست اگر آهوی دلبرست / شکاری چنین از در مهترست,داستان سیاوش
بدو گفت خسرو نژاد تو چیست / که چهرت همانند چهر پریست,داستان سیاوش
ورا گفت از مام خاتونیم / ز سوی پدر بر فریدونیم,داستان سیاوش
نیایم سپهدار گرسیوزست / بران مرز خرگاه او مرکزست,داستان سیاوش
بدو گفت کاین روی و موی و نژاد / همی خواستی داد هر سه به باد,داستان سیاوش
به مشکوی زرین کنم شایدت / سر ماه رویان کنم بایدت,داستان سیاوش
چنین داد پاسخ که دیدم ترا / ز گردنکشان برگزیدم ترا,داستان سیاوش
بت اندر شبستان فرستاد شاه / بفرمود تا برنشیند به گاه,داستان سیاوش
بیراستندش به دیبای زرد / به یاقوت و پیروزه و لاجورد,داستان سیاوش
دگر ایزدی هر چه بایست بود / یکی سرخ یاقوت بد نابسود,داستان سیاوش
چو از لشگر آگه شد افراسیاب / برو تیره شد تابش آفتاب,داستان سیاوش
بزد کوس و نای و سپه برنشاند / ز ایوان به کردار آتش براند,داستان سیاوش
دو منزل یکی کرد و آمد دوان / همی تاخت برسان تیر از کمان,داستان سیاوش
بیاورد لشکر بران رزمگاه / که آورد کلباد بد با سپاه,داستان سیاوش
همه مرز لشکر پراگنده دید / به هر جای بر مردم افگنده دید,داستان سیاوش
بپرسید کاین پهلوان با سپاه / کی آمد ز ایران,داستان سیاوش
نبرد آگهی کس ز جنگ آوران / که بگذشت زین سان سپاهی گران,داستان سیاوش
که برد آگهی نزد آن دیوزاد / که کس را دل و مغز پیران مباد,داستان سیاوش
اگر خاک بودیش پروردگار / ندیدی دو چشم من این روزگار,داستان سیاوش
سپهرم بدو گفت کاسان بدی / اگر دل ز لشکر هراسان بدی,داستان سیاوش
یکی گیو گودرز بودست و بس / سوار ایچ با او ندیدند کس,داستان سیاوش
ستوه آمد از چنگ یک تن سپاه / همی رفت گیو و فرنگیس و شاه,داستان سیاوش
سپهبد چو گفت سپهرم شنید / سپاهی ز پیش اندر آمد پدید,داستان سیاوش
سپهدار پیران به پیش اندرون / سرو روی و یالش همه پر ز خون,داستان سیاوش
گمان برد کاو گیو رایافتست / به پیروزی از پیش بشتافتست,داستان سیاوش
چو نزدیکتر شد نگه کرد شاه / چنان خسته بد پهلوان سپاه,داستان سیاوش
ورا دید بر زین ببسته چو سنگ / دو دست از پس پشت با پالهنگ,داستان سیاوش
بپرسید و زو ماند اندر شگفت / غمی گشت و اندیشه اندر گرفت,داستان سیاوش
بدو گفت پیران که شیر ژیان / نه درنده گرگ و نه ببر بیان,داستان سیاوش
نباشد چنان در صف کارزار / کجا گیو تنها بد ای شهریار,داستان سیاوش
من آن دیدم از گیو کز پیل و شیر / نبیند جهاندیده مرد دلیر,داستان سیاوش
بر آن سان کجا بردمد روز جنگ / ز نفسش به دریا بسوزد نهنگ,داستان سیاوش
نخست اندر آمد به گرز گران / همی کوفت چون پتک آهنگران,داستان سیاوش
به اسپ و به گرز و به پای و رکیب / سوار از فراز اندر آمد به شیب,داستان سیاوش
همانا که باران نبارد ز میغ / فزون زانک بارید بر سرش تیغ,داستان سیاوش
چو اندر گلستان به زین بر بخفت / تو گفتی که گشتست با کوه جفت,داستان سیاوش
سرانجام برگشت یکسر سپاه / بجز من نشد پیش او کینه خواه,داستان سیاوش
گریزان ز من تاب داده کمند / بیفگند و آمد میانم به بند,داستان سیاوش
پراگنده شد دانش و هوش من / به خاک اندر آمد سر و دوش من,داستان سیاوش
از اسپ اندر آمد دو دستم ببست / برافگند بر زین و خود بر نشست,داستان سیاوش
کمند / به دیگر زمان زیر سوگند و بند,داستان سیاوش
به جان و سر شاه و خورشید وماه / به دادار هرمزد و تخت و کلاه,داستان سیاوش
مرا داد زین گونه سوگند سخت / بخوردم چو دیدم که برگشت بخت,داستان سیاوش
که کس را نگویی که بگشای دست / چنین رو دمان تا بجای نشست,داستان سیاوش
ندانم چه رازست نزد سپهر / بخواهد بریدن ز ما پاک مهر,داستان سیاوش
چو بشنید گفتارش افراسیاب / بدیده ز خشم اندرآورد آب,داستان سیاوش
یکی بانگ برزد ز پیشش براند / بپیچید پیران و خامش بماند,داستان سیاوش
ازان پس به مغز اندر افگند باد / به دشنام و سوگند لب برگشاد,داستان سیاوش
که گر گیو و کیخسرو دیوزاد / شوند ابر غرنده گر تیز باد,داستان سیاوش
فرود آورمشان ز ابر بلند / بزد دست و ز گرز بگشاد بند,داستان سیاوش
میانشان ببرم به شمشیر تیز / به ماهی دهم تا کند ریز ریز,داستان سیاوش
چو کیخسرو ایران بجوید همی / فرنگیس باری چه پوید همی,داستان سیاوش
خود و سرکشان سوی جیحون کشید / همی دامن از چشم در خون کشید,داستان سیاوش
به هومان بفرمود کاندر شتاب / عنان را بکش تا لب رود آب,داستان سیاوش
که چون گیو و خسرو ز جیحون گذشت / غم و رنج ما باد گردد بدشت,داستان سیاوش
نشان آمد از گفتهٔ راستان / که دانا بگفت از گه باستان,داستان سیاوش
که از تخمهٔ تور وز کیقباد / یکی شاه خیزد ز هر دو نژاد,داستان سیاوش
که توران زمین را کند خارستان / نماند برین بوم و بر شارستان,داستان سیاوش
رسیدند پس گیو و خسرو بر آب / همی بودشان بر گذشتن شتاب,داستان سیاوش
گرفتند پیگار با باژخواه / که کشتی کدامست بر باژگاه,داستان سیاوش
نوندی کجا بادبانش نکوست / به خوبی سزاوار کیخسرو اوست,داستان سیاوش
چنین گفت با گیو پس باج خواه / که آب روان را چه چاکر چه شاه,داستان سیاوش
همی گر گذر بایدت ز آب رود / فرستاد باید به کشتی درود,داستان سیاوش
بدو گفت گیو آنچ خواهی بخواه / گذر ده که تنگ اندر آمد سپاه,داستان سیاوش
بخواهم ز تو باج گفت اندکی / ازین چار چیزت بخواهم یکی,داستان سیاوش
زره خواهم از تو گر اسپ سیاه / پرستار و گر پور فرخنده,داستان سیاوش
بدو گفت گیو ای گسسته خرد / سخن زان نشان گوی کاندر خورد,داستان سیاوش
به هر باژ گر شاه شهری بدی / ترا زین جهان نیز بهری بدی,داستان سیاوش
که باشی که شه را کنی خواستار / چنین باد پیمایی ای بادسار,داستان سیاوش
وگر مادر شاه خواهی همی / به باژ افسر ماه خواهی همی,داستان سیاوش
